DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 134.538 -13 105 -83 b_quark 0 4.18 105.544 104 -9 15
tau+ 0 1.78 148.718 -21 -147 8 tau- 0 1.78 166.494 76 130 -71
b_quark 0 4.18 146.695 -109 -90 39 b_quark 0 4.18 168.779 162 47 4
b_quark 0 4.18 175.215 147 43 -85 b_quark 0 4.18 218.148 -209 -61 13
b_quark 0 4.18 149.718 -55 -122 67 b_quark 0 4.18 226.005 38 201 -96
b_quark 0 4.18 109.556 -95 -32 -44 b_quark 0 4.18 71.6831 21 66 18
b_quark 0 4.18 128.474 -88 62 70 b_quark 0 4.18 103.843 1 -93 -46
b_quark 0 4.18 215.101 139 -119 -113 b_quark 0 4.18 274.764 -169 186 111
b_quark 0 4.18 196.434 128 123 -84 b_quark 0 4.18 293.112 -210 -126 161
b_quark 0 4.18 97.9769 -7 53 82 b_quark 0 4.18 101.19 63 -77 18
b_quark 0 4.18 178.666 -148 80 -60 b_quark 0 4.18 194.722 121 -67 137
b_quark 0 4.18 88.7495 -1 17 -87 b_quark 0 4.18 56.4577 -43 36 -5
W+ 1 80.4 150.556 61 -79 -79 W- 1 80.4 279.401 -154 163 146
b_quark 0 4.18 127.242 -68 10 -107 b_quark 0 4.18 212.392 160 -82 113
W+ 1 80.4 213.045 -90 -130 -118 W- 1 80.4 187.878 3 108 131
b_quark 0 4.18 139.522 -103 -74 -58 b_quark 0 4.18 167.891 160 47 -19
b_quark 0 4.18 178.041 -44 132 -111 b_quark 0 4.18 250.175 -36 -193 155
b_quark 0 4.18 113.589 -88 -46 -55 b_quark 0 4.18 130.336 83 100 9
b_quark 0 4.18 196.254 72 -133 125 b_quark 0 4.18 282.944 -128 166 -190
b_quark 0 4.18 173.455 -42 144 87 b_quark 0 4.18 103.458 -31 -50 -85
b_quark 0 4.18 197.771 -114 150 60 b_quark 0 4.18 266.202 159 -202 -69
Z 1 91.2 239.072 -150 -93 133 Z 1 91.2 328.091 249 86 -173
W+ 1 80.4 123.228 26 -46 -77 W- 1 80.4 180.89 -36 25 156
b_quark 0 4.18 199.092 -120 128 -94 b_quark 0 4.18 216.969 20 -137 167
b_quark 0 4.18 138.309 -98 42 88 b_quark 0 4.18 181.17 156 -30 -87
b_quark 0 4.18 35.8535 0 -22 -28 b_quark 0 4.18 88.7551 22 40 76
b_quark 0 4.18 135.571 96 11 95 b_quark 0 4.18 189.073 1 3 -189
b_quark 0 4.18 181.622 118 -33 134 b_quark 0 4.18 228.761 -208 53 -79
b_quark 0 4.18 216.971 -147 135 -85 b_quark 0 4.18 285.017 199 -96 180
tau+ 0 1.78 204.382 143 -58 -134 tau- 0 1.78 205.986 -129 69 145
W+ 1 80.4 226.358 122 91 -147 W- 1 80.4 338.941 -185 -136 236
b_quark 0 4.18 146.569 30 87 114 b_quark 0 4.18 196.587 -1 -168 -102
b_quark 0 4.18 194.665 -132 143 -2 b_quark 0 4.18 297.226 226 -193 1
b_quark 0 4.18 134.694 14 125 -48 b_quark 0 4.18 167.172 62 -71 138
b_quark 0 4.18 161.377 95 98 86 b_quark 0 4.18 175.617 -22 -174 8
b_quark 0 4.18 211.186 -150 -119 89 b_quark 0 4.18 230.544 158 163 -40
W+ 1 80.4 183.02 -66 76 -130 W- 1 80.4 151.044 85 -49 82
b_quark 0 4.18 145.518 -55 122 -57 b_quark 0 4.18 169.598 139 -64 73
b_quark 0 4.18 182.007 114 -87 112 b_quark 0 4.18 198.601 -52 136 -135
b_quark 0 4.18 129.636 20 -128 -2 b_quark 0 4.18 94.6492 61 72 6
b_quark 0 4.18 212.684 134 150 69 b_quark 0 4.18 319.229 -195 -224 -117
tau+ 0 1.78 219.746 136 -133 -110 tau- 0 1.78 197.576 -186 54 39
b_quark 0 4.18 162.131 -13 138 84 b_quark 0 4.18 206.508 -34 -144 -144
b_quark 0 4.18 192.503 -76 108 -140 b_quark 0 4.18 251.642 117 -159 156
Z 1 91.2 193.666 -122 -88 81 Z 1 91.2 154.17 57 99 -49
b_quark 0 4.18 194.22 142 128 34 b_quark 0 4.18 252.528 -149 -196 56
b_quark 0 4.18 185.382 83 -144 82 b_quark 0 4.18 173.212 -20 172 1
b_quark 0 4.18 208.124 149 19 144 b_quark 0 4.18 319.943 -221 12 -231
b_quark 0 4.18 155.388 104 64 -96 b_quark 0 4.18 213.032 -33 -124 170
b_quark 0 4.18 163.657 -133 41 86 b_quark 0 4.18 200.605 160 -111 -48
b_quark 0 4.18 194.097 150 84 -90 b_quark 0 4.18 114.867 -90 -71 6
b_quark 0 4.18 192.274 -86 -150 84 b_quark 0 4.18 132.87 97 88 -22
b_quark 0 4.18 189.226 142 -117 44 b_quark 0 4.18 163.436 -138 75 -45
b_quark 0 4.18 111.873 13 -77 -80 b_quark 0 4.18 96.8632 54 7 80
W+ 1 80.4 166.605 -82 -13 -120 W- 1 80.4 132.617 93 -25 43
W+ 1 80.4 168.921 -13 99 110 W- 1 80.4 157.449 -79 -57 -94
b_quark 0 4.18 152.956 99 11 116 b_quark 0 4.18 179.395 -90 -103 -116
b_quark 0 4.18 163.305 -13 -119 -111 b_quark 0 4.18 101.85 -38 56 76
b_quark 0 4.18 153.047 -11 -73 -134 b_quark 0 4.18 97.7316 -73 -19 62
b_quark 0 4.18 52.1965 -33 23 33 b_quark 0 4.18 66.9587 61 24 13
b_quark 0 4.18 182.61 -99 -98 118 b_quark 0 4.18 150.952 143 4 -48
b_quark 0 4.18 177.807 -102 -13 -145 b_quark 0 4.18 139.296 91 -73 76
b_quark 0 4.18 143.34 -34 -67 122 b_quark 0 4.18 123.845 -4 70 -102
b_quark 0 4.18 203.933 -81 -141 123 b_quark 0 4.18 248.492 121 197 -91
tau+ 0 1.78 188.194 79 137 102 tau- 0 1.78 203.291 -150 -82 -110
Z 1 91.2 111.649 -58 28 0 Z 1 91.2 182.448 156 -3 25
b_quark 0 4.18 151.012 49 125 -69 b_quark 0 4.18 172.648 -37 -50 161
tau+ 0 1.78 87.4424 73 -33 -35 tau- 0 1.78 150.997 -115 -64 74
W+ 1 80.4 191.951 -116 -74 107 W- 1 80.4 326.155 204 141 -196
b_quark 0 4.18 167.998 -75 -9 150 b_quark 0 4.18 182.218 169 -1 -68
b_quark 0 4.18 110.519 -50 56 81 b_quark 0 4.18 72.9279 64 23 -26
b_quark 0 4.18 120.376 102 62 -15 b_quark 0 4.18 178.111 -137 -61 96
b_quark 0 4.18 139.023 -126 -35 -47 b_quark 0 4.18 76.4426 64 7 -41
b_quark 0 4.18 127.202 39 121 1 b_quark 0 4.18 72.9347 53 -27 -42
b_quark 0 4.18 100.511 -1 -70 -72 b_quark 0 4.18 51.1319 9 46 20
W+ 1 80.4 144.129 82 -4 -87 W- 1 80.4 176.145 -27 53 145
b_quark 0 4.18 198.201 131 -93 -116 b_quark 0 4.18 219.935 -32 137 169
b_quark 0 4.18 205.591 -141 -137 60 b_quark 0 4.18 213.819 208 49 -6
W+ 1 80.4 199.893 -144 -39 -106 W- 1 80.4 133.844 92 31 45
b_quark 0 4.18 193.645 99 -148 -76 b_quark 0 4.18 161.392 -10 127 99
b_quark 0 4.18 159.673 -122 -87 55 b_quark 0 4.18 225.751 148 151 -79
b_quark 0 4.18 104.764 -83 63 -10 b_quark 0 4.18 186.819 166 -52 -68
b_quark 0 4.18 75.9702 19 73 8 b_quark 0 4.18 158.529 72 -117 -79
b_quark 0 4.18 132.085 102 79 -28 b_quark 0 4.18 101.22 -6 -84 -56
b_quark 0 4.18 168.305 -135 -70 -72 b_quark 0 4.18 272.909 223 98 123
b_quark 0 4.18 149.821 -109 102 12 b_quark 0 4.18 68.9817 57 -14 36
b_quark 0 4.18 167.745 -89 34 138 b_quark 0 4.18 97.8901 72 -5 -66
tau+ 0 1.78 115.17 18 -96 -61 tau- 0 1.78 133.14 -95 7 93
tau+ 0 1.78 164.551 -113 119 12 tau- 0 1.78 241.419 70 -216 -82
tau+ 0 1.78 162.74 38 146 -61 tau- 0 1.78 205.149 -75 -137 133
b_quark 0 4.18 172.367 54 136 -91 b_quark 0 4.18 205.376 -121 -95 136
b_quark 0 4.18 69.4296 -65 -7 23 b_quark 0 4.18 165.631 150 -4 -70
b_quark 0 4.18 150.055 -23 -129 -73 b_quark 0 4.18 210.688 -56 156 130
b_quark 0 4.18 168.676 97 16 137 b_quark 0 4.18 121.068 -20 -92 -76
b_quark 0 4.18 169.421 -23 -139 -94 b_quark 0 4.18 225.857 12 189 123
b_quark 0 4.18 128.154 -1 94 -87 b_quark 0 4.18 84.8851 -44 -56 46
tau+ 0 1.78 99.3789 68 -65 32 tau- 0 1.78 119.022 -37 113 -5
b_quark 0 4.18 190.899 125 8 144 b_quark 0 4.18 178.635 -136 74 -89
tau+ 0 1.78 108.9 28 104 -16 tau- 0 1.78 152.053 -30 -149 4
b_quark 0 4.18 104.964 62 84 10 b_quark 0 4.18 197.047 -83 -175 36
b_quark 0 4.18 144.781 -144 -8 12 b_quark 0 4.18 173.685 159 32 62
tau+ 0 1.78 105.774 0 68 81 tau- 0 1.78 67.1206 54 -19 -35
b_quark 0 4.18 231.421 -148 145 -103 b_quark 0 4.18 260.687 160 -186 88
W+ 1 80.4 95.4157 -28 -16 -40 W- 1 80.4 148.355 57 14 110
b_quark 0 4.18 181.192 -150 92 43 b_quark 0 4.18 171.708 88 -49 -139
b_quark 0 4.18 206.977 -150 -21 -141 b_quark 0 4.18 249.085 212 21 129
W+ 1 80.4 155.879 12 23 -131 W- 1 80.4 161.05 86 -14 109
W+ 1 80.4 189.721 -35 144 -87 W- 1 80.4 297.796 59 -224 169
W+ 1 80.4 158.31 135 18 -7 W- 1 80.4 176.162 -147 44 32
b_quark 0 4.18 168.993 136 91 42 b_quark 0 4.18 152.061 -150 -11 -22
b_quark 0 4.18 186.664 -51 -116 -137 b_quark 0 4.18 214.685 -26 180 114
tau+ 0 1.78 203.352 94 -127 -128 tau- 0 1.78 245.062 -142 108 168
W+ 1 80.4 221.301 98 145 -109 W- 1 80.4 225.952 -159 -115 78
W+ 1 80.4 144.174 -95 16 71 W- 1 80.4 139.5 76 38 -76
b_quark 0 4.18 118.623 50 75 -77 b_quark 0 4.18 156.421 -37 -59 140
b_quark 0 4.18 75.7197 66 8 -36 b_quark 0 4.18 155.6 -155 0 -13
b_quark 0 4.18 76.1477 74 17 -4 b_quark 0 4.18 132.399 -90 24 94
b_quark 0 4.18 138.476 -65 -98 73 b_quark 0 4.18 214.817 141 -2 -162
W+ 1 80.4 154.095 -84 -71 72 W- 1 80.4 166.316 26 45 -136
b_quark 0 4.18 83.6808 -54 63 10 b_quark 0 4.18 192.116 137 -121 59
b_quark 0 4.18 157.459 -126 -80 50 b_quark 0 4.18 158.475 47 138 -62
tau+ 0 1.78 167.168 -103 -82 -103 tau- 0 1.78 191.377 190 9 21
W+ 1 80.4 121.24 15 21 87 W- 1 80.4 156.218 -110 -52 -56
b_quark 0 4.18 120.181 -120 -5 1 b_quark 0 4.18 30.5691 23 8 -18
W+ 1 80.4 126.12 -12 -63 -73 W- 1 80.4 146.462 93 43 67
b_quark 0 4.18 172.475 100 -91 -107 b_quark 0 4.18 217.022 -6 97 194
b_quark 0 4.18 140.062 120 -72 -4 b_quark 0 4.18 204.547 -201 14 -35
b_quark 0 4.18 149.126 -61 -136 -2 b_quark 0 4.18 233.117 86 209 57
b_quark 0 4.18 48.7798 -9 45 16 b_quark 0 4.18 181.985 -82 -131 -96
b_quark 0 4.18 188.964 139 -60 -113 b_quark 0 4.18 108.639 -84 52 45
b_quark 0 4.18 196.2 -124 85 126 b_quark 0 4.18 261.821 81 -156 -194
b_quark 0 4.18 102.681 42 -71 61 b_quark 0 4.18 63.9881 53 22 -28
b_quark 0 4.18 130.554 65 -101 51 b_quark 0 4.18 189.281 -153 100 49
W+ 1 80.4 170.913 -123 83 -27 W- 1 80.4 231.944 203 -70 35
b_quark 0 4.18 122.194 108 53 21 b_quark 0 4.18 45.0719 -27 31 -18
b_quark 0 4.18 159.911 119 28 -103 b_quark 0 4.18 158.453 -105 -113 36
W+ 1 80.4 184.595 73 -9 149 W- 1 80.4 106.246 4 38 -58
b_quark 0 4.18 151.081 -78 -110 -68 b_quark 0 4.18 217.636 120 172 58
b_quark 0 4.18 168.649 2 -86 145 b_quark 0 4.18 163.314 43 143 -66
b_quark 0 4.18 188.177 -75 142 -98 b_quark 0 4.18 237.366 121 -178 100
b_quark 0 4.18 117.871 72 54 -76 b_quark 0 4.18 186.667 -169 -35 71
b_quark 0 4.18 123.436 -117 -21 33 b_quark 0 4.18 141.642 100 91 42
b_quark 0 4.18 91.6214 -69 4 -60 b_quark 0 4.18 146.34 118 -57 65
Z 1 91.2 163.644 -95 91 34 Z 1 91.2 145.339 78 -71 -41
b_quark 0 4.18 176.203 90 -27 149 b_quark 0 4.18 285.906 -110 116 -237
tau+ 0 1.78 144.652 62 54 119 tau- 0 1.78 260.486 -145 -140 -165
W+ 1 80.4 172.305 32 149 0 W- 1 80.4 210.993 -27 -173 -86
b_quark 0 4.18 135.715 -31 -4 -132 b_quark 0 4.18 127.226 49 102 58
b_quark 0 4.18 146.549 119 53 67 b_quark 0 4.18 187.913 -127 -74 -117
b_quark 0 4.18 205.646 78 117 -150 b_quark 0 4.18 245.741 -15 -211 125
b_quark 0 4.18 129.482 -18 -118 -50 b_quark 0 4.18 74.8229 19 48 54
b_quark 0 4.18 32.9768 11 25 -18 b_quark 0 4.18 93.7042 -73 35 47
b_quark 0 4.18 222.296 137 -98 -145 b_quark 0 4.18 100.968 -50 54 69
b_quark 0 4.18 176.18 70 -141 79 b_quark 0 4.18 264.173 -164 193 -75
b_quark 0 4.18 137.18 13 86 -106 b_quark 0 4.18 161.659 4 -138 84
b_quark 0 4.18 140.28 82 56 99 b_quark 0 4.18 163.543 -147 -32 -64
b_quark 0 4.18 140.775 -70 70 -100 b_quark 0 4.18 221.329 113 10 190
b_quark 0 4.18 98.5772 60 18 76 b_quark 0 4.18 111.209 -35 -10 -105
b_quark 0 4.18 60.1621 -24 25 -49 b_quark 0 4.18 142.809 36 75 116
b_quark 0 4.18 149.745 81 31 -122 b_quark 0 4.18 146.036 -107 16 98
b_quark 0 4.18 36.6125 -15 3 -33 b_quark 0 4.18 67.7825 59 30 -14
b_quark 0 4.18 151.362 -104 29 -106 b_quark 0 4.18 224.492 199 -13 103
b_quark 0 4.18 146.463 -96 83 73 b_quark 0 4.18 171.334 93 -33 -140
b_quark 0 4.18 134.983 105 -83 17 b_quark 0 4.18 129.323 -35 121 29
b_quark 0 4.18 169.701 -24 146 83 b_quark 0 4.18 209.753 83 -143 -129
b_quark 0 4.18 142.697 137 -26 -30 b_quark 0 4.18 235.229 -231 -35 27
W+ 1 80.4 193.879 -95 -14 148 W- 1 80.4 206.044 51 -67 -170
b_quark 0 4.18 30.6345 7 -14 -26 b_quark 0 4.18 119.162 -102 -23 -57
b_quark 0 4.18 149.226 55 95 -101 b_quark 0 4.18 161.033 -37 -76 137
b_quark 0 4.18 195.953 -106 90 138 b_quark 0 4.18 347.729 204 -161 -231
b_quark 0 4.18 138.987 52 60 114 b_quark 0 4.18 113.73 -90 -56 -41
W+ 1 80.4 151.453 69 63 -88 W- 1 80.4 202.636 -46 9 180
b_quark 0 4.18 17.7052 10 -14 0 b_quark 0 4.18 106.233 -54 -84 36
W+ 1 80.4 207.996 107 143 70 W- 1 80.4 205.439 -99 -142 -76
W+ 1 80.4 97.2531 -19 28 43 W- 1 80.4 122.332 24 -70 55
b_quark 0 4.18 90.562 -58 -14 -68 b_quark 0 4.18 230.275 140 100 153
W+ 1 80.4 226.498 -145 -114 -104 W- 1 80.4 179.989 50 146 46
b_quark 0 4.18 63.6119 -29 -22 52 b_quark 0 4.18 68.8148 38 57 5
b_quark 0 4.18 199.478 38 127 -149 b_quark 0 4.18 265.967 -30 -155 214
b_quark 0 4.18 89.5906 62 49 42 b_quark 0 4.18 149.928 -110 -19 -100
W+ 1 80.4 234.994 147 115 -118 W- 1 80.4 278.162 -59 -177 190
b_quark 0 4.18 109.323 65 -85 22 b_quark 0 4.18 190.535 -126 139 33
b_quark 0 4.18 194.95 -80 112 -138 b_quark 0 4.18 189.014 43 -146 112
b_quark 0 4.18 121.105 103 -26 -58 b_quark 0 4.18 182.525 -171 59 -24
b_quark 0 4.18 163.965 73 -33 -143 b_quark 0 4.18 185.047 -132 -49 120
b_quark 0 4.18 76.8666 -13 -31 -69 b_quark 0 4.18 112.852 17 102 45
b_quark 0 4.18 204.173 -132 137 -74 b_quark 0 4.18 254.162 86 -196 137
tau+ 0 1.78 153.334 -146 44 -16 tau- 0 1.78 196.563 121 -107 112
b_quark 0 4.18 223.102 114 -131 140 b_quark 0 4.18 191.824 -101 123 -107
W+ 1 80.4 167.542 -1 -146 17 W- 1 80.4 272.828 73 229 -101
b_quark 0 4.18 193.128 124 137 56 b_quark 0 4.18 173.858 -158 -69 22
b_quark 0 4.18 109.025 69 78 -32 b_quark 0 4.18 68.7493 -68 9 -2
W+ 1 80.4 160.132 35 -72 -113 W- 1 80.4 174.282 -35 106 107
b_quark 0 4.18 100.61 -45 84 32 b_quark 0 4.18 132.625 90 -16 -96
b_quark 0 4.18 116.08 93 38 58 b_quark 0 4.18 123.173 -123 3 -4
tau+ 0 1.78 197.252 -138 -94 -105 tau- 0 1.78 137.779 136 0 22
b_quark 0 4.18 186.31 -59 -98 -147 b_quark 0 4.18 210.47 130 22 164
b_quark 0 4.18 135.549 36 -128 26 b_quark 0 4.18 165.041 -114 112 -41
b_quark 0 4.18 118.197 -2 43 -110 b_quark 0 4.18 128.621 22 -111 61
b_quark 0 4.18 71.2985 -45 4 55 b_quark 0 4.18 82.7011 3 -78 27
tau+ 0 1.78 175.349 -74 148 -58 tau- 0 1.78 217.33 52 -194 83
W+ 1 80.4 213.49 148 -109 -73 W- 1 80.4 191.703 -109 78 111
W+ 1 80.4 125.643 63 -27 68 W- 1 80.4 116.663 5 55 -64
b_quark 0 4.18 168.593 67 -51 146 b_quark 0 4.18 229.322 31 79 -213
b_quark 0 4.18 83.0992 -40 -62 -38 b_quark 0 4.18 185.649 136 124 24
W+ 1 80.4 192.242 80 102 -117 W- 1 80.4 290.574 -25 -180 212
b_quark 0 4.18 172.724 20 -90 -146 b_quark 0 4.18 211.205 78 45 191
b_quark 0 4.18 114.876 83 -59 -53 b_quark 0 4.18 250.017 -169 111 147
tau+ 0 1.78 128.348 -111 -30 -57 tau- 0 1.78 176.531 116 98 90
W+ 1 80.4 134.288 54 83 42 W- 1 80.4 169.677 29 -109 -98
W+ 1 80.4 149.255 46 -89 -76 W- 1 80.4 200.898 30 170 64
W+ 1 80.4 189.766 127 -53 103 W- 1 80.4 153.571 -92 40 -84
b_quark 0 4.18 171.331 -67 -92 128 b_quark 0 4.18 262.921 149 53 -210
b_quark 0 4.18 123.152 30 -32 -115 b_quark 0 4.18 156.724 70 69 122
tau+ 0 1.78 152.122 135 68 -17 tau- 0 1.78 182.913 -73 -150 75
W+ 1 80.4 130.955 -16 -5 -102 W- 1 80.4 208.339 -26 -36 187
b_quark 0 4.18 160.314 -59 -131 -71 b_quark 0 4.18 145.679 114 72 55
b_quark 0 4.18 99.4157 99 -7 4 b_quark 0 4.18 166.642 -126 80 -74
b_quark 0 4.18 140.123 -86 11 110 b_quark 0 4.18 59.8621 14 43 -39
b_quark 0 4.18 108.86 -18 -22 105 b_quark 0 4.18 126.248 -81 48 -84
b_quark 0 4.18 140.312 51 -125 -38 b_quark 0 4.18 218.631 -127 177 18
b_quark 0 4.18 172.251 72 -87 -130 b_quark 0 4.18 176.072 -2 2 176
b_quark 0 4.18 138.688 126 46 -35 b_quark 0 4.18 201.51 -74 -132 133
b_quark 0 4.18 213.353 113 138 -117 b_quark 0 4.18 250.279 -193 -118 107
b_quark 0 4.18 200.396 42 -141 136 b_quark 0 4.18 131.299 34 71 -105
b_quark 0 4.18 218.585 -117 133 128 b_quark 0 4.18 277.904 109 -204 -154
b_quark 0 4.18 181.457 -118 -128 -51 b_quark 0 4.18 202.056 127 82 134
b_quark 0 4.18 142.729 103 96 23 b_quark 0 4.18 65.0421 -9 -6 64
b_quark 0 4.18 160.694 -67 110 96 b_quark 0 4.18 96.5581 20 -25 -91
b_quark 0 4.18 133.34 -37 117 52 b_quark 0 4.18 98.6837 -42 -89 -6
tau+ 0 1.78 149.309 -5 149 -8 tau- 0 1.78 144.738 40 -125 61
tau+ 0 1.78 158.887 143 -68 -13 tau- 0 1.78 249.008 -231 71 60
b_quark 0 4.18 115.946 108 -41 9 b_quark 0 4.18 75.0698 -63 -40 -7
b_quark 0 4.18 121.649 10 116 35 b_quark 0 4.18 57.0743 -22 -40 34
b_quark 0 4.18 162.664 87 117 -72 b_quark 0 4.18 226.917 -113 -196 -17
Z 1 91.2 171.077 117 6 85 Z 1 91.2 237.052 -104 -104 -162
W+ 1 80.4 82.0315 -6 2 15 W- 1 80.4 108.089 67 -21 -17
b_quark 0 4.18 153.073 -139 -58 27 b_quark 0 4.18 157.03 88 -39 -124
b_quark 0 4.18 176.936 109 -108 88 b_quark 0 4.18 196.399 -189 53 -5
b_quark 0 4.18 165.634 146 25 74 b_quark 0 4.18 232.531 -190 -72 -113
Z 1 91.2 98.6379 8 -32 18 Z 1 91.2 151.217 -103 -24 -58
b_quark 0 4.18 101.54 -17 -98 -20 b_quark 0 4.18 167.531 -68 120 95
W+ 1 80.4 172.642 -88 114 -51 W- 1 80.4 134.258 74 -63 -46
tau+ 0 1.78 74.4927 -15 -35 64 tau- 0 1.78 86.0939 3 86 -2
W+ 1 80.4 178.578 -28 141 69 W- 1 80.4 214.07 -61 -179 -60
b_quark 0 4.18 199.006 -129 81 128 b_quark 0 4.18 178.201 165 -48 -47
b_quark 0 4.18 199.839 -122 97 125 b_quark 0 4.18 199.548 155 -81 -96
b_quark 0 4.18 216.95 -141 -140 -87 b_quark 0 4.18 214.973 140 64 150
W+ 1 80.4 205.475 106 74 -138 W- 1 80.4 197.376 -101 -94 116
b_quark 0 4.18 132.142 32 106 72 b_quark 0 4.18 126.002 1 -123 27
b_quark 0 4.18 203.849 116 -145 -84 b_quark 0 4.18 243.702 -149 116 154
b_quark 0 4.18 164.434 -28 134 -91 b_quark 0 4.18 139.422 77 -116 -6
b_quark 0 4.18 177.622 -90 74 -134 b_quark 0 4.18 59.6613 29 10 51
b_quark 0 4.18 219.883 -127 141 111 b_quark 0 4.18 249.983 115 -80 -207
b_quark 0 4.18 143.675 83 -94 -70 b_quark 0 4.18 234.528 -67 184 129
b_quark 0 4.18 127.144 -2 -60 112 b_quark 0 4.18 61.8585 -43 42 -14
W+ 1 80.4 173.122 -9 -101 115 W- 1 80.4 246.846 -33 152 -174
b_quark 0 4.18 136.233 -34 15 -131 b_quark 0 4.18 231.583 -30 27 228
tau+ 0 1.78 163.393 -62 143 -49 tau- 0 1.78 226.151 98 -199 44
W+ 1 80.4 185.844 -139 17 -92 W- 1 80.4 130.668 95 17 36
W+ 1 80.4 207.976 -69 -123 130 W- 1 80.4 112.326 -22 38 -65
b_quark 0 4.18 193.397 -120 -28 149 b_quark 0 4.18 202.76 38 -7 -199
b_quark 0 4.18 161.154 -146 34 -59 b_quark 0 4.18 209.388 199 -56 -33
W+ 1 80.4 131.617 47 -89 -27 W- 1 80.4 124.343 40 79 34
W+ 1 80.4 120.951 -62 64 -15 W- 1 80.4 173.462 97 -110 -46
b_quark 0 4.18 210.826 -121 -110 -133 b_quark 0 4.18 212.7 46 122 168
b_quark 0 4.18 129.366 78 5 -103 b_quark 0 4.18 196.529 -149 94 87
tau+ 0 1.78 163.325 100 124 -36 tau- 0 1.78 284.865 -198 -154 135
tau+ 0 1.78 85.8613 68 51 12 tau- 0 1.78 78.525 31 -69 21
b_quark 0 4.18 118.082 65 -26 -95 b_quark 0 4.18 146.518 -29 103 100
b_quark 0 4.18 176.18 67 102 127 b_quark 0 4.18 257.427 -111 -97 -211
b_quark 0 4.18 150.464 -61 126 -55 b_quark 0 4.18 248.303 0 -209 134
tau+ 0 1.78 158.184 63 -119 83 tau- 0 1.78 197.801 -125 149 -36
b_quark 0 4.18 238.593 148 -117 146 b_quark 0 4.18 299.592 -221 36 -199
b_quark 0 4.18 133.576 54 5 122 b_quark 0 4.18 246.153 -138 -81 -187
Z 1 91.2 172.007 130 65 12 Z 1 91.2 115.354 -35 -58 20
b_quark 0 4.18 135.987 59 105 -63 b_quark 0 4.18 183.026 12 -181 24
W+ 1 80.4 180.347 -149 -52 -34 W- 1 80.4 269.652 238 98 0
b_quark 0 4.18 166.57 128 60 88 b_quark 0 4.18 193.679 -121 -82 -127
b_quark 0 4.18 150.404 74 102 -82 b_quark 0 4.18 147.175 -75 -57 113
b_quark 0 4.18 155.671 50 20 -146 b_quark 0 4.18 178.431 -90 -94 122
b_quark 0 4.18 136.508 71 -74 -90 b_quark 0 4.18 172.541 -89 114 94
b_quark 0 4.18 142.195 95 19 104 b_quark 0 4.18 86.2466 4 67 -54
b_quark 0 4.18 153.761 -97 -46 -110 b_quark 0 4.18 128.738 102 74 26
W+ 1 80.4 117.636 -77 -22 -31 W- 1 80.4 215.038 160 119 4
b_quark 0 4.18 199.104 -130 129 -78 b_quark 0 4.18 82.2403 61 -55 0
b_quark 0 4.18 62.9561 43 -39 -24 b_quark 0 4.18 48.5229 37 22 22
W+ 1 80.4 200.153 69 -90 -144 W- 1 80.4 229.406 -103 173 75
W+ 1 80.4 166.821 -110 47 -84 W- 1 80.4 156.669 64 -23 116
W+ 1 80.4 203.785 -82 -116 122 W- 1 80.4 248.743 22 195 -130
b_quark 0 4.18 173.062 -18 128 115 b_quark 0 4.18 148.894 104 -94 -50
b_quark 0 4.18 144.815 -112 -39 -83 b_quark 0 4.18 87.5641 80 31 17
b_quark 0 4.18 89.5403 -80 -24 32 b_quark 0 4.18 155.722 138 -72 2
b_quark 0 4.18 124.573 -62 -29 -104 b_quark 0 4.18 171.016 -14 77 152
b_quark 0 4.18 86.6976 -15 -7 -85 b_quark 0 4.18 174.188 58 -8 164
W+ 1 80.4 121.874 -15 90 8 W- 1 80.4 183.581 -70 -147 27
W+ 1 80.4 149.098 14 -123 21 W- 1 80.4 170.162 33 141 39
tau+ 0 1.78 117.334 -68 92 -26 tau- 0 1.78 197.528 47 -177 -74
tau+ 0 1.78 129.229 -104 75 16 tau- 0 1.78 134.656 94 -58 -77
b_quark 0 4.18 28.2041 25 -3 -12 b_quark 0 4.18 64.3232 -60 14 -18
b_quark 0 4.18 149.008 116 -69 -63 b_quark 0 4.18 212.62 -210 33 1
b_quark 0 4.18 111.89 9 111 10 b_quark 0 4.18 212.046 -9 -204 -57
b_quark 0 4.18 110.844 -62 -91 12 b_quark 0 4.18 32.8401 1 22 24
W+ 1 80.4 244.252 113 -135 -149 W- 1 80.4 322.173 -161 97 249
b_quark 0 4.18 116.869 -49 -106 -2 b_quark 0 4.18 175.905 45 154 -72
Z 1 91.2 173.512 99 -108 -18 Z 1 91.2 243.359 -196 13 111
b_quark 0 4.18 156.702 25 147 -48 b_quark 0 4.18 265.282 -74 -216 135
b_quark 0 4.18 176.936 144 -53 88 b_quark 0 4.18 98.033 -55 22 -78
b_quark 0 4.18 155.366 108 -109 24 b_quark 0 4.18 200.638 -107 167 30
b_quark 0 4.18 193.926 145 122 -41 b_quark 0 4.18 195.158 -88 -174 7
tau+ 0 1.78 214.087 102 149 115 tau- 0 1.78 221.369 -49 -86 -198
